Points_0,Points_1,Points_2,TI,U_0,U_1,U_2,U_Magnitude,k,p
-12.6,-857.51,90.314,0.0800592,8.01394,-0.00570844,0.00153841,8.01395,0.61531,0.0437094
2.42649e-15,-857.51,90.314,0.0800579,8.01428,-0.0056992,0.00153594,8.01428,0.61529,0.0409383
12.6,-857.51,90.314,0.0800566,8.01461,-0.00568344,0.00153238,8.01461,0.615269,0.0381745
25.2,-857.51,90.314,0.0800552,8.01495,-0.0056611,0.00152714,8.01495,0.615248,0.0354205
37.8,-857.51,90.314,0.0800538,8.01528,-0.00563235,0.00152073,8.01528,0.615227,0.0326835
50.4,-857.51,90.314,0.0800524,8.0156,-0.00559721,0.00151289,8.01561,0.615205,0.0299668
63,-857.51,90.314,0.080051,8.01593,-0.00555585,0.00150357,8.01593,0.615183,0.0272757
75.6,-857.51,90.314,0.0800495,8.01625,-0.0055084,0.0014933,8.01625,0.61516,0.0246151
88.2,-857.51,90.314,0.080048,8.01657,-0.00545504,0.00148122,8.01657,0.615138,0.0219872
100.8,-857.51,90.314,0.0800465,8.01688,-0.00539596,0.00146838,8.01689,0.615114,0.0194
113.4,-857.51,90.314,0.080045,8.01719,-0.0053314,0.0014539,8.01719,0.615091,0.0168539
126,-857.51,90.314,0.0800434,8.0175,-0.00526159,0.00143847,8.0175,0.615067,0.014356
138.6,-857.51,90.314,0.0800418,8.01779,-0.00518679,0.00142181,8.0178,0.615043,0.0119076
151.2,-857.51,90.314,0.0800402,8.01808,-0.00510726,0.00140408,8.01809,0.615018,0.00951293
163.8,-857.51,90.314,0.0800386,8.01837,-0.0050233,0.00138541,8.01837,0.614993,0.00717465
176.4,-857.51,90.314,0.080037,8.01865,-0.00493518,0.00136572,8.01865,0.614968,0.00489523
189,-857.51,90.314,0.0800353,8.01892,-0.00484322,0.00134514,8.01892,0.614943,0.00267763
201.6,-857.51,90.314,0.0800337,8.01918,-0.00474772,0.00132367,8.01918,0.614917,0.000523632
214.2,-857.51,90.314,0.080032,8.01944,-0.00464899,0.00130139,8.01944,0.614891,-0.0015646
226.8,-857.51,90.314,0.0800303,8.01968,-0.00454738,0.00127838,8.01969,0.614865,-0.00358538
239.4,-857.51,90.314,0.0800285,8.01992,-0.00444317,0.00125469,8.01992,0.614838,-0.00553743
252,-857.51,90.314,0.0800268,8.02015,-0.00433677,0.00123043,8.02015,0.614811,-0.00741939
264.6,-857.51,90.314,0.080025,8.02038,-0.00422847,0.00120558,8.02038,0.614784,-0.00923042
277.2,-857.51,90.314,0.0800232,8.02059,-0.00411863,0.00118021,8.02059,0.614757,-0.0109699
289.8,-857.51,90.314,0.0800215,8.0208,-0.00400752,0.00115438,8.0208,0.61473,-0.0126374
302.4,-857.51,90.314,0.0800197,8.021,-0.00389555,0.00112813,8.021,0.614702,-0.0142329
315,-857.51,90.314,0.0800178,8.02118,-0.00378295,0.00110155,8.02118,0.614674,-0.0157566
327.6,-857.51,90.314,0.080016,8.02136,-0.00367004,0.00107466,8.02136,0.614646,-0.0172082
340.2,-857.51,90.314,0.0800142,8.02153,-0.00355706,0.00104755,8.02154,0.614618,-0.0185881
352.8,-857.51,90.314,0.0800123,8.0217,-0.00344434,0.00102036,8.0217,0.61459,-0.0198966
365.4,-857.51,90.314,0.0800105,8.02185,-0.00333206,0.000993071,8.02185,0.614561,-0.021135
378,-857.51,90.314,0.0800086,8.022,-0.00322055,0.000965743,8.022,0.614533,-0.0223048
390.6,-857.51,90.314,0.0800068,8.02214,-0.00310985,0.000938508,8.02214,0.614504,-0.0234061
403.2,-857.51,90.314,0.0800049,8.02227,-0.00300007,0.000911315,8.02227,0.614475,-0.0244415
415.8,-857.51,90.314,0.080003,8.02239,-0.00289175,0.00088424,8.02239,0.614446,-0.0254116
428.4,-857.51,90.314,0.0800011,8.02251,-0.00278412,0.000857335,8.02251,0.614417,-0.0263171
441,-857.51,90.314,0.0799992,8.02261,-0.00267815,0.000830689,8.02261,0.614388,-0.0271623
453.6,-857.51,90.314,0.0799973,8.02271,-0.00257376,0.000804414,8.02271,0.614359,-0.0279487
466.2,-857.51,90.314,0.0799955,8.02281,-0.00247117,0.000778085,8.02281,0.61433,-0.0286737
478.8,-857.51,90.314,0.0799936,8.0229,-0.00237088,0.000752287,8.0229,0.614301,-0.0293424
491.4,-857.51,90.314,0.0799917,8.02298,-0.00227209,0.000726774,8.02298,0.614272,-0.0299559
504,-857.51,90.314,0.0799898,8.02305,-0.0021759,0.000701331,8.02305,0.614243,-0.0305192
516.6,-857.51,90.314,0.0799879,8.02312,-0.00208211,0.000677373,8.02312,0.614213,-0.0310313
529.2,-857.51,90.314,0.079986,8.02318,-0.00199061,0.000652981,8.02318,0.614184,-0.0314874
541.8,-857.51,90.314,0.079984,8.02324,-0.00189948,0.000627745,8.02324,0.614155,-0.0318878
554.4,-857.51,90.314,0.0799821,8.02329,-0.00181183,0.000603568,8.02329,0.614126,-0.0322434
567,-857.51,90.314,0.0799802,8.02333,-0.00172788,0.000579774,8.02333,0.614096,-0.0325623
579.6,-857.51,90.314,0.0799783,8.02337,-0.00164414,0.000556058,8.02337,0.614067,-0.0328355
592.2,-857.51,90.314,0.0799764,8.02341,-0.00156397,0.00053295,8.02341,0.614038,-0.0330702
604.8,-857.51,90.314,0.0799745,8.02344,-0.00148469,0.000510113,8.02344,0.614009,-0.0332651
617.4,-857.51,90.314,0.0799726,8.02347,-0.00141157,0.000488229,8.02347,0.61398,-0.0334206
630,-857.51,90.314,0.0799707,8.02349,-0.00133728,0.000466341,8.02349,0.61395,-0.0335409
642.6,-857.51,90.314,0.0799688,8.02351,-0.00126473,0.00044383,8.02351,0.613921,-0.0336259
655.2,-857.51,90.314,0.0799669,8.02352,-0.0011878,0.000421433,8.02352,0.613892,-0.0336833
667.8,-857.51,90.314,0.079965,8.02354,-0.00111305,0.000400111,8.02354,0.613863,-0.0337075
680.4,-857.51,90.314,0.0799632,8.02354,-0.0010531,0.000380489,8.02354,0.613834,-0.033697
693,-857.51,90.314,0.0799613,8.02355,-0.000989809,0.000359774,8.02355,0.613805,-0.033657
705.6,-857.51,90.314,0.0799594,8.02355,-0.000929122,0.0003402,8.02355,0.613776,-0.0335953
718.2,-857.51,90.314,0.0799575,8.02355,-0.000868128,0.000319901,8.02355,0.613747,-0.0335051
730.8,-857.51,90.314,0.0799556,8.02355,-0.00081253,0.000300714,8.02355,0.613719,-0.0333902
743.4,-857.51,90.314,0.0799538,8.02354,-0.000758151,0.000282257,8.02354,0.61369,-0.0332518
756,-857.51,90.314,0.0799519,8.02353,-0.000700133,0.000262209,8.02353,0.613661,-0.0330895
768.6,-857.51,90.314,0.07995,8.02352,-0.00064684,0.00024369,8.02352,0.613633,-0.0329143
781.2,-857.51,90.314,0.0799482,8.02351,-0.000597413,0.000226184,8.02351,0.613604,-0.0327135
793.8,-857.51,90.314,0.0799463,8.0235,-0.000550287,0.000209271,8.0235,0.613576,-0.0324917
806.4,-857.51,90.314,0.0799445,8.02348,-0.000503198,0.000191634,8.02348,0.613548,-0.0322547
819,-857.51,90.314,0.0799427,8.02346,-0.000458815,0.000175057,8.02346,0.61352,-0.0319965
831.6,-857.51,90.314,0.0799408,8.02344,-0.000416352,0.000158881,8.02344,0.613492,-0.0317243
844.2,-857.51,90.314,0.079939,8.02342,-0.000375512,0.000142734,8.02342,0.613464,-0.0314398
856.8,-857.51,90.314,0.0799372,8.0234,-0.000336404,0.000127258,8.0234,0.613436,-0.0311396
869.4,-857.51,90.314,0.0799354,8.02338,-0.000298915,0.000112279,8.02338,0.613408,-0.0308271
882,-857.51,90.314,0.0799336,8.02335,-0.0002628,9.74302e-05,8.02335,0.613381,-0.0305035
894.623,-857.51,90.314,0.0799317,8.02332,-0.000227411,8.30023e-05,8.02332,0.613352,-0.0301568
908.872,-857.51,90.314,0.0799297,8.02329,-0.000189477,6.69468e-05,8.02329,0.613321,-0.0297645
924.957,-857.51,90.314,0.0799275,8.02326,-0.00014999,5.06221e-05,8.02326,0.613286,-0.0293042
943.114,-857.51,90.314,0.0799249,8.02322,-0.000105993,3.14472e-05,8.02322,0.613247,-0.0287714
963.611,-857.51,90.314,0.079922,8.02317,-6.20081e-05,1.28636e-05,8.02317,0.613203,-0.0281449
986.748,-857.51,90.314,0.0799188,8.02312,-1.27659e-05,-7.68679e-06,8.02312,0.613154,-0.0274288
1012.87,-857.51,90.314,0.0799153,8.02305,3.45438e-05,-2.93819e-05,8.02305,0.613099,-0.0266058
1042.35,-857.51,90.314,0.0799113,8.02298,8.80684e-05,-5.36055e-05,8.02298,0.613038,-0.0256615
1075.63,-857.51,90.314,0.0799068,8.0229,0.00013436,-7.78078e-05,8.0229,0.61297,-0.0245763
1113.2,-857.51,90.314,0.0799019,8.02281,0.000189998,-0.000110573,8.02281,0.612893,-0.0233314
1155.61,-857.51,90.314,0.0798964,8.0227,0.00022851,-0.000134876,8.0227,0.612809,-0.0218465
1203.49,-857.51,90.314,0.0798903,8.02259,0.000264087,-0.000161818,8.02259,0.612716,-0.0202385
1257.53,-857.51,90.314,0.0798836,8.02246,0.000306391,-0.000188682,8.02246,0.612613,-0.0184265
1318.54,-857.51,90.314,0.0798762,8.02232,0.000357479,-0.000215869,8.02232,0.6125,-0.0163962
1387.4,-857.51,90.314,0.0798682,8.02217,0.00038165,-0.000235111,8.02217,0.612377,-0.0141304
1465.14,-857.51,90.314,0.0798595,8.02203,0.000400909,-0.000246266,8.02203,0.612244,-0.0116625
1552.89,-857.51,90.314,0.07985,8.02188,0.000414525,-0.000262942,8.02188,0.612098,-0.00918673
1651.95,-857.51,90.314,0.0798404,8.02174,0.000413563,-0.000282378,8.02174,0.611951,-0.00622415
1763.77,-857.51,90.314,0.0798273,8.02156,0.000442365,-0.000292266,8.02156,0.61175,-0.00332671
1890,-857.51,90.314,0.0798188,8.02142,0.000439056,-0.000279394,8.02142,0.61162,0
-1260,-732.083,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.138456
-1214.85,-732.083,90.314,0.0800921,8.00318,-0.000139829,3.84794e-05,8.00318,0.615815,0.138008
-1173.81,-732.083,90.314,0.0800922,8.00318,-0.000323079,-8.20233e-06,8.00318,0.615817,0.138059
-1136.49,-732.083,90.314,0.0800924,8.00313,-0.000470523,7.0776e-06,8.00313,0.61582,0.13866
-1102.55,-732.083,90.314,0.0800926,8.00311,-0.000603673,4.1414e-05,8.00311,0.615823,0.138837
-1071.7,-732.083,90.314,0.0800928,8.00309,-0.000741056,8.28031e-05,8.00309,0.615826,0.139008
-1043.65,-732.083,90.314,0.0800929,8.00307,-0.000867699,0.000115913,8.00307,0.615828,0.139194
-1018.14,-732.083,90.314,0.080093,8.00305,-0.000934325,0.00011878,8.00305,0.61583,0.139357
-994.954,-732.083,90.314,0.0800932,8.00303,-0.00106297,0.000138271,8.00303,0.615832,0.139562
-973.87,-732.083,90.314,0.0800933,8.00301,-0.00118175,0.000162166,8.00301,0.615834,0.139721
-954.7,-732.083,90.314,0.0800934,8.003,-0.00127608,0.00017747,8.003,0.615835,0.139807
-937.27,-732.083,90.314,0.0800935,8.00298,-0.00136715,0.000192924,8.00298,0.615836,0.139929
-921.422,-732.083,90.314,0.0800935,8.00297,-0.00146819,0.000212081,8.00297,0.615838,0.140046
-907.013,-732.083,90.314,0.0800936,8.00296,-0.00156243,0.000233206,8.00296,0.615839,0.140136
-893.912,-732.083,90.314,0.0800937,8.00295,-0.00165073,0.000256227,8.00295,0.61584,0.140205
-882,-732.083,90.314,0.0800937,8.00293,-0.00172636,0.0002756,8.00293,0.615841,0.140273
-869.4,-732.083,90.314,0.0800938,8.00292,-0.00180973,0.000296654,8.00292,0.615842,0.140336
-856.8,-732.083,90.314,0.0800939,8.00291,-0.00189684,0.000319095,8.00291,0.615842,0.140394
-844.2,-732.083,90.314,0.0800939,8.0029,-0.0019747,0.000339117,8.0029,0.615843,0.14044
-831.6,-732.083,90.314,0.080094,8.0029,-0.00206698,0.000362537,8.0029,0.615844,0.140468
-819,-732.083,90.314,0.080094,8.00289,-0.00216323,0.000387386,8.00289,0.615845,0.14048
-806.4,-732.083,90.314,0.080094,8.00288,-0.00225046,0.000410554,8.00288,0.615845,0.140476
-793.8,-732.083,90.314,0.0800941,8.00288,-0.00234628,0.000435405,8.00288,0.615846,0.140456
-781.2,-732.083,90.314,0.0800941,8.00287,-0.00244557,0.000461,8.00287,0.615846,0.140422
-768.6,-732.083,90.314,0.0800941,8.00287,-0.00254784,0.000487031,8.00287,0.615847,0.140373
-756,-732.083,90.314,0.0800941,8.00287,-0.00265611,0.000513585,8.00287,0.615847,0.140303
-743.4,-732.083,90.314,0.0800942,8.00287,-0.00275732,0.000539665,8.00288,0.615847,0.14022
-730.8,-732.083,90.314,0.0800941,8.00288,-0.00287786,0.000566811,8.00288,0.615847,0.140111
-718.2,-732.083,90.314,0.0800941,8.00288,-0.00297737,0.000594172,8.00289,0.615847,0.139982
-705.6,-732.083,90.314,0.0800941,8.00289,-0.00309392,0.000622069,8.0029,0.615846,0.139838
-693,-732.083,90.314,0.0800941,8.00291,-0.00324007,0.000651154,8.00291,0.615846,0.139656
-680.4,-732.083,90.314,0.080094,8.00292,-0.00337608,0.000681333,8.00292,0.615845,0.139448
-667.8,-732.083,90.314,0.080094,8.00294,-0.00352754,0.000711394,8.00294,0.615844,0.139223
-655.2,-732.083,90.314,0.0800939,8.00296,-0.00366032,0.000739754,8.00296,0.615843,0.138968
-642.6,-732.083,90.314,0.0800938,8.00299,-0.0037872,0.00076746,8.00299,0.615842,0.138675
-630,-732.083,90.314,0.0800937,8.00301,-0.00392567,0.000796475,8.00301,0.61584,0.138355
-617.4,-732.083,90.314,0.0800936,8.00305,-0.00407225,0.000827398,8.00305,0.615838,0.138004
-604.8,-732.083,90.314,0.0800934,8.00308,-0.00421895,0.000857607,8.00308,0.615836,0.137613
-592.2,-732.083,90.314,0.0800933,8.00312,-0.00437194,0.000888696,8.00313,0.615834,0.137184
-579.6,-732.083,90.314,0.0800931,8.00317,-0.00452964,0.000920159,8.00317,0.615831,0.136718
-567,-732.083,90.314,0.0800929,8.00322,-0.00469149,0.000951777,8.00322,0.615828,0.136208
-554.4,-732.083,90.314,0.0800927,8.00328,-0.00485727,0.000984278,8.00328,0.615825,0.135658
-541.8,-732.083,90.314,0.0800925,8.00334,-0.00502761,0.00101683,8.00334,0.615821,0.13506
-529.2,-732.083,90.314,0.0800922,8.00341,-0.0052033,0.00105016,8.00341,0.615818,0.134419
-516.6,-732.083,90.314,0.080092,8.00348,-0.00538105,0.00108309,8.00349,0.615813,0.133711
-504,-732.083,90.314,0.0800917,8.00357,-0.00556397,0.00111619,8.00357,0.615809,0.132937
-491.4,-732.083,90.314,0.0800914,8.00366,-0.00575087,0.00115065,8.00366,0.615804,0.132112
-478.8,-732.083,90.314,0.080091,8.00375,-0.00594013,0.0011855,8.00376,0.615799,0.131221
-466.2,-732.083,90.314,0.0800907,8.00386,-0.00613383,0.00122106,8.00386,0.615794,0.130273
-453.6,-732.083,90.314,0.0800903,8.00397,-0.00633089,0.00125712,8.00397,0.615788,0.129264
-441,-732.083,90.314,0.0800899,8.00409,-0.00653045,0.00129356,8.00409,0.615782,0.128187
-428.4,-732.083,90.314,0.0800895,8.00422,-0.00673298,0.00133035,8.00422,0.615776,0.12704
-415.8,-732.083,90.314,0.0800891,8.00436,-0.00693794,0.00136737,8.00436,0.615769,0.125819
-403.2,-732.083,90.314,0.0800886,8.0045,-0.00714438,0.00140471,8.00451,0.615762,0.124524
-390.6,-732.083,90.314,0.0800881,8.00466,-0.00735235,0.00144211,8.00466,0.615754,0.123152
-378,-732.083,90.314,0.0800876,8.00482,-0.00756191,0.0014796,8.00483,0.615746,0.121702
-365.4,-732.083,90.314,0.0800871,8.005,-0.00777269,0.0015171,8.005,0.615738,0.12017
-352.8,-732.083,90.314,0.0800865,8.00518,-0.00798387,0.00155425,8.00519,0.61573,0.118553
-340.2,-732.083,90.314,0.0800859,8.00538,-0.00819525,0.0015915,8.00538,0.615721,0.116851
-327.6,-732.083,90.314,0.0800853,8.00558,-0.0084063,0.00162809,8.00559,0.615712,0.11506
-315,-732.083,90.314,0.0800847,8.0058,-0.00861648,0.00166461,8.0058,0.615702,0.113182
-302.4,-732.083,90.314,0.0800841,8.00603,-0.0088255,0.00170061,8.00603,0.615692,0.111213
-289.8,-732.083,90.314,0.0800834,8.00626,-0.00903221,0.00173599,8.00627,0.615681,0.109154
-277.2,-732.083,90.314,0.0800827,8.00651,-0.00923656,0.00177094,8.00652,0.615671,0.107005
-264.6,-732.083,90.314,0.0800819,8.00677,-0.00943738,0.00180494,8.00678,0.615659,0.104765
-252,-732.083,90.314,0.0800812,8.00705,-0.00963449,0.00183864,8.00705,0.615648,0.102435
-239.4,-732.083,90.314,0.0800804,8.00733,-0.00982677,0.00187097,8.00734,0.615636,0.100013
-226.8,-732.083,90.314,0.0800796,8.00762,-0.0100139,0.00190337,8.00763,0.615623,0.0975045
-214.2,-732.083,90.314,0.0800787,8.00793,-0.0101953,0.00193411,8.00794,0.61561,0.0949032
-201.6,-732.083,90.314,0.0800779,8.00825,-0.0103699,0.00196444,8.00825,0.615597,0.0922162
-189,-732.083,90.314,0.080077,8.00857,-0.0105383,0.00199371,8.00858,0.615583,0.0894387
-176.4,-732.083,90.314,0.0800761,8.00891,-0.0106985,0.00202106,8.00892,0.615569,0.0865705
-163.8,-732.083,90.314,0.0800751,8.00926,-0.0108508,0.00204791,8.00927,0.615554,0.0836181
-151.2,-732.083,90.314,0.0800741,8.00962,-0.010994,0.00207285,8.00963,0.615539,0.0805771
-138.6,-732.083,90.314,0.0800731,8.00999,-0.0111275,0.00209532,8.01,0.615524,0.0774544
-126,-732.083,90.314,0.0800721,8.01037,-0.0112505,0.0021161,8.01038,0.615507,0.0742592
-113.4,-732.083,90.314,0.080071,8.01076,-0.0113622,0.0021343,8.01076,0.615491,0.0709947
-100.8,-732.083,90.314,0.0800699,8.01115,-0.0114621,0.00215074,8.01116,0.615474,0.0676705
-88.2,-732.083,90.314,0.0800687,8.01155,-0.0115493,0.00216437,8.01156,0.615456,0.0642883
-75.6,-732.083,90.314,0.0800676,8.01196,-0.0116234,0.00217616,8.01197,0.615438,0.0608585
-63,-732.083,90.314,0.0800664,8.01237,-0.0116837,0.002185,8.01238,0.61542,0.0573844
-50.4,-732.083,90.314,0.0800651,8.01279,-0.01173,0.00219179,8.01279,0.615401,0.0538782
-37.8,-732.083,90.314,0.0800639,8.01321,-0.0117616,0.00219591,8.01321,0.615381,0.0503446
-25.2,-732.083,90.314,0.0800626,8.01363,-0.0117782,0.00219744,8.01364,0.615361,0.0467939
-12.6,-732.083,90.314,0.0800612,8.01405,-0.0117797,0.00219695,8.01406,0.615341,0.0432348
1.6121e-13,-732.083,90.314,0.0800599,8.01447,-0.0117661,0.00219327,8.01448,0.61532,0.0396738
12.6,-732.083,90.314,0.0800585,8.0149,-0.0117371,0.00218816,8.0149,0.615298,0.0361249
25.2,-732.083,90.314,0.080057,8.01532,-0.011693,0.00217963,8.01533,0.615277,0.0325885
37.8,-732.083,90.314,0.0800556,8.01573,-0.0116337,0.0021697,8.01574,0.615254,0.0290817
50.4,-732.083,90.314,0.0800541,8.01615,-0.0115597,0.00215663,8.01616,0.615231,0.0256057
63,-732.083,90.314,0.0800526,8.01656,-0.0114711,0.00214195,8.01657,0.615208,0.0221755
75.6,-732.083,90.314,0.080051,8.01696,-0.0113684,0.0021247,8.01697,0.615184,0.0187934
88.2,-732.083,90.314,0.0800495,8.01735,-0.011252,0.00210544,8.01736,0.61516,0.0154708
100.8,-732.083,90.314,0.0800479,8.01774,-0.0111224,0.00208428,8.01775,0.615135,0.0122135
113.4,-732.083,90.314,0.0800462,8.01812,-0.0109804,0.00206084,8.01813,0.61511,0.00902782
126,-732.083,90.314,0.0800446,8.01849,-0.0108263,0.00203597,8.0185,0.615085,0.00592172
138.6,-732.083,90.314,0.0800429,8.01885,-0.0106611,0.00200894,8.01886,0.615059,0.00289755
151.2,-732.083,90.314,0.0800412,8.0192,-0.0104851,0.00198056,8.01921,0.615032,-3.67516e-05
163.8,-732.083,90.314,0.0800394,8.01954,-0.0102994,0.00195037,8.01955,0.615006,-0.00287956
176.4,-732.083,90.314,0.0800377,8.01987,-0.0101045,0.00191866,8.01988,0.614979,-0.00562539
189,-732.083,90.314,0.0800359,8.02018,-0.00990123,0.00188543,8.02019,0.614951,-0.00827101
201.6,-732.083,90.314,0.0800341,8.02049,-0.00969041,0.00185086,8.02049,0.614923,-0.0108133
214.2,-732.083,90.314,0.0800322,8.02078,-0.00947271,0.00181471,8.02079,0.614895,-0.0132502
226.8,-732.083,90.314,0.0800304,8.02106,-0.00924899,0.00177779,8.02106,0.614867,-0.0155784
239.4,-732.083,90.314,0.0800285,8.02132,-0.00901973,0.00173918,8.02133,0.614838,-0.0178001
252,-732.083,90.314,0.0800266,8.02157,-0.00878606,0.00170025,8.02158,0.614809,-0.0199104
264.6,-732.083,90.314,0.0800247,8.02181,-0.00854879,0.00166011,8.02182,0.61478,-0.0219137
277.2,-732.083,90.314,0.0800228,8.02204,-0.00830801,0.00161957,8.02205,0.61475,-0.0238072
289.8,-732.083,90.314,0.0800208,8.02225,-0.00806488,0.00157841,8.02226,0.61472,-0.0255933
302.4,-732.083,90.314,0.0800189,8.02245,-0.00782065,0.00153696,8.02246,0.61469,-0.0272676
315,-732.083,90.314,0.0800169,8.02264,-0.00757373,0.00149551,8.02264,0.61466,-0.0288377
327.6,-732.083,90.314,0.0800149,8.02281,-0.00732712,0.00145337,8.02282,0.614629,-0.0303073
340.2,-732.083,90.314,0.0800129,8.02298,-0.00707999,0.00141143,8.02298,0.614599,-0.0316728
352.8,-732.083,90.314,0.080011,8.02313,-0.00683466,0.00137057,8.02313,0.614568,-0.0329394
365.4,-732.083,90.314,0.0800089,8.02327,-0.00659339,0.00132837,8.02327,0.614537,-0.0341151
378,-732.083,90.314,0.0800069,8.02339,-0.00635111,0.00128893,8.0234,0.614506,-0.0351948
390.6,-732.083,90.314,0.0800049,8.02351,-0.00611521,0.00124712,8.02352,0.614475,-0.0361856
403.2,-732.083,90.314,0.0800029,8.02362,-0.00588156,0.00120748,8.02362,0.614444,-0.0371147
415.8,-732.083,90.314,0.0800009,8.02372,-0.00564893,0.00117102,8.02372,0.614413,-0.0379515
428.4,-732.083,90.314,0.0799988,8.02381,-0.00542767,0.0011326,8.02382,0.614382,-0.0387218
441,-732.083,90.314,0.0799968,8.0239,-0.00520882,0.00109655,8.0239,0.614351,-0.0394056
453.6,-732.083,90.314,0.0799948,8.02396,-0.00498042,0.00105513,8.02397,0.614319,-0.0399742
466.2,-732.083,90.314,0.0799927,8.02403,-0.00476958,0.00101605,8.02403,0.614288,-0.0404787
478.8,-732.083,90.314,0.0799907,8.02408,-0.00455821,0.000977897,8.02408,0.614257,-0.0409262
491.4,-732.083,90.314,0.0799886,8.02413,-0.00436142,0.000941836,8.02413,0.614225,-0.041306
504,-732.083,90.314,0.0799866,8.02417,-0.00416647,0.0009051,8.02417,0.614194,-0.0416206
516.6,-732.083,90.314,0.0799845,8.0242,-0.00396555,0.000867652,8.0242,0.614162,-0.0418746
529.2,-732.083,90.314,0.0799824,8.02423,-0.00375626,0.000829445,8.02423,0.61413,-0.0420872
541.8,-732.083,90.314,0.0799804,8.02425,-0.00355822,0.000793583,8.02426,0.614099,-0.0422442
554.4,-732.083,90.314,0.0799783,8.02427,-0.00339076,0.000761694,8.02427,0.614067,-0.0423442
567,-732.083,90.314,0.0799763,8.02428,-0.00320865,0.000727273,8.02428,0.614036,-0.0423996
579.6,-732.083,90.314,0.0799742,8.02429,-0.00303547,0.000694181,8.02429,0.614004,-0.0424047
592.2,-732.083,90.314,0.0799722,8.02429,-0.00286889,0.000661828,8.02429,0.613973,-0.0423793
604.8,-732.083,90.314,0.0799701,8.02429,-0.00270684,0.00063034,8.02429,0.613941,-0.0423136
617.4,-732.083,90.314,0.0799681,8.02428,-0.00255584,0.000600264,8.02428,0.61391,-0.0422073
630,-732.083,90.314,0.079966,8.02427,-0.00240806,0.000570116,8.02427,0.613878,-0.0420661
642.6,-732.083,90.314,0.079964,8.02425,-0.00226568,0.000539395,8.02425,0.613847,-0.041891
655.2,-732.083,90.314,0.0799619,8.02424,-0.00212203,0.000509311,8.02424,0.613816,-0.0416919
667.8,-732.083,90.314,0.0799599,8.02422,-0.00198308,0.000481148,8.02422,0.613784,-0.041467
680.4,-732.083,90.314,0.0799579,8.0242,-0.00186096,0.000454484,8.0242,0.613753,-0.0412121
693,-732.083,90.314,0.0799559,8.02417,-0.0017386,0.000427625,8.02417,0.613722,-0.040929
705.6,-732.083,90.314,0.0799539,8.02414,-0.0016195,0.000401463,8.02414,0.613691,-0.040624
718.2,-732.083,90.314,0.0799518,8.02411,-0.00150462,0.000375919,8.02411,0.613661,-0.0402965
730.8,-732.083,90.314,0.0799498,8.02408,-0.00139392,0.000351013,8.02408,0.61363,-0.0399478
743.4,-732.083,90.314,0.0799479,8.02405,-0.00128776,0.000326955,8.02405,0.613599,-0.0395789
756,-732.083,90.314,0.0799459,8.02401,-0.0011857,0.000303556,8.02401,0.613569,-0.0391916
768.6,-732.083,90.314,0.0799439,8.02397,-0.00108778,0.000280813,8.02397,0.613539,-0.0387882
781.2,-732.083,90.314,0.0799419,8.02394,-0.000994257,0.000258811,8.02394,0.613508,-0.0383685
793.8,-732.083,90.314,0.07994,8.0239,-0.000904834,0.000237478,8.0239,0.613478,-0.0379342
806.4,-732.083,90.314,0.079938,8.02385,-0.000819417,0.000216757,8.02385,0.613448,-0.0374872
819,-732.083,90.314,0.0799361,8.02381,-0.000737902,0.000196632,8.02381,0.613418,-0.0370292
831.6,-732.083,90.314,0.0799341,8.02377,-0.000660104,0.000177022,8.02377,0.613389,-0.0365612
844.2,-732.083,90.314,0.0799322,8.02373,-0.000586119,0.000158089,8.02373,0.613359,-0.0360838
856.8,-732.083,90.314,0.0799303,8.02368,-0.000515451,0.000139623,8.02368,0.61333,-0.0355987
